pmid,title,abstract,year
40709175,Temporal TCR dynamics and epitope diversity mark recovery in severe COVID-19 patients.,"Severe COVID-19 is characterized by immune dysregulation, with T cells playing a central role in disease progression and recovery. However, the longitudinal dynamics of the T cell receptor (TCR) repertoire during the course of severe illness remain unclear.",2025
40707954,A multi-omic single-cell landscape reveals transcription and epigenetic regulatory features of t(8;21) AML.,Comprehensive analysis of single-cell transcriptome and chromatin accessibility will contribute to interpret the heterogeneity of acute myeloid leukemia (AML). We hypothesize that integrating single-cell transcriptomic and chromatin accessibility landscapes underlying t(8;21) AML will provide valuable insights into its heterogeneous cellular properties and gene regulatory programs.,2025
40687995,,"Integration of single-cell RNA-sequencing (scRNA-seq) and adaptive immune receptor (AIR) sequencing (scVDJ-seq) is extremely powerful in studying lymphocyte development. A python-based package, ",2025
40684046,Circulating T-cell receptor repertoire for cancer early detection.,"Liquid biopsy is a promising non-invasive technology that is capable of diagnosing cancer. However, current ctDNA-based approaches detect only a minority of early-stage disease. We set out to improve the sensitivity of liquid biopsy by harnessing tumor recognition by T cells through the sequencing of the circulating T-cell receptor repertoire. We studied a cohort of 463 patients with lung cancer (86% stage I) and 587 subjects without cancer using gDNA extracted from blood buffy coats. We performed TCR β chain sequencing to yield a median of 113,571 TCR clonotypes per sample and built a TCR sequence similarity graph to cluster clonotypes into TCR repertoire functional units (RFUs). The TCR frequencies of RFUs were tested for association with cancer status and RFUs with a statistically significant association were combined into a cancer score using a support vector machine model. The model was evaluated by 10-fold cross-validation and compared with a ctDNA panel of 237 mutation hotspots in 154 lung cancer driver genes and 17 cancer related protein biomarkers in 85 subjects. We identified 327 cancer-associated TCR RFUs with a false discovery rate (FDR) ≤ 0.1, including 157 enriched in cancer samples and 170 enriched in controls. Levels of 247/327 (76%) RFUs were correlated with the presence of an HLA allele at FDR ≤ 0.1 and tumor-infiltrating lymphocyte TCRs from multiple RFUs bound HLA presented tumor antigen peptides, suggesting antigen recognition as a driver of the cancer-RFU associations found. The RFU cancer score detected nearly 50% of stage I lung cancers at a specificity of 80% and boosted the sensitivity by up to 20 percentage points when added to ctDNA and circulating proteins in a multi-analyte cancer screening test. Overall, we show that circulating TCR repertoire functional unit analysis can complement established analytes to improve liquid biopsy sensitivity for early-stage cancer.",2025
40667050,A Human Tumor-Immune Organoid Model of Glioblastoma.,"A major obstacle to identifying effective therapies for the aggressive brain tumor glioblastoma is the lack of human-specific, immunocompetent models that reflect the human tumor microenvironment. To address this, we developed the immune-Human Organoid Tumor Transplantation (iHOTT) model. This is an autologous co-culture platform that integrates patient-derived tumor cells and matched peripheral blood mononuclear cells (PBMCs) within human cortical organoids, enabling the study of the patient-specific immune response to the tumor and tumor-immune interactions. This platform preserves tumor and immune populations, immune signaling, and cell-cell interactions observed in patient tumors. Treatment of iHOTT with pembrolizumab, a checkpoint inhibitor, mirrored cell type shifts and cell interactions observed in patients. TCR sequencing further revealed pembrolizumab-driven expansion of stem-like CD4-T-cell clonotypes exhibiting patient-specific repertoires. These findings establish iHOTT as a physiologically relevant platform for exploring autologous tumor-immune interactions and underscore the critical need for antigen-targeted strategies to enhance immunotherapy in glioblastoma.",2025
40666507,T-cell repertoire correlates with cytokine imbalance in multiple sclerosis patients.,"Multiple sclerosis (MS) is mediated by innate and adaptive immune response deviation involving immune cells and cytokines. Here, we investigated whether combined cytokine profiling and T-cell receptor (TCR) repertoire analysis can better display the complex landscape of MS-driving immune responses.",2025
40666357,Mapping T cell infiltration patterns in glioma tumor tissue.,"The glioma immune repertoire has emerged as a vital point of interest, particularly in the context of immunotherapeutics development and as a key player for prognostic and diagnostic biomarker identification.",2025
40665793,Thymic Microenvironment Remodeling in Cancer Cachexia as a Determinant of Checkpoint Inhibitor Efficacy and Toxicity.,"The discovery of immune checkpoints links autoimmunity and cancer, with thymus atrophy reportedly causing autoimmune multiorgan inflammation. The impact of cancer cachexia on thymic involution and its clinical significance remains unclear. This study aimed to investigate this effect and its association with immune checkpoint inhibitor (ICI) treatment.",2025
40664448,Napsin A-specific T-cell clonotypes are associated with improved clinical outcomes in patients receiving checkpoint immunotherapy for metastatic non-small cell lung cancer.,Napsin A is normally expressed in human lung pneumocytes and is a highly expressed cancer antigen in lung adenocarcinoma. We examined whether T cells specific for Napsin A may play a role in immune checkpoint inhibitor (ICI)-mediated responses. We used bulk T-cell receptor (TCR) repertoire data to assess whether the presence of Napsin A-specific clonotypes in the peripheral blood was associated with improved clinical responses to ICI.,2025
40664176,Maturation of thymocytes with a monoclonal TCR under control of Trac promoter elements in the absence of β-selection.,"Thymocyte maturation is a tightly controlled and sequential process of T cell receptor (TCR) gene rearrangement that generates a broad repertoire of T cells with minimal self-reactivity. We previously generated TCR exchange (TRex) mice by targeting a mesothelin-specific ""1045"" TCR to the Trac locus in murine zygotes. While 1045 T cells from TRex mice display physiological development and function, some T cells coexpress endogenous TCRβ chains, suggesting that β-selection is required for 1045 T cell development. Here, we evaluate thymocyte maturation in the setting of compromised β-selection by deleting endogenous Tcrb or Rag2 in TRex mice. T cells readily form in TRex mice lacking Tcrb, though thymocytes mature through developmental trajectories that appear dependent on interleukin-7 and γδTCR. In contrast, mature T cells fail to form in the absence of Rag2. Maturation of αβ thymocytes bypassing β-selection is reduced by 100-fold, in part because γδTCR+ precursors are biased to form conventional γδ T cells. Nevertheless, in TRex mice, these unconventional β-selection-independent trajectories yield a mature αβ T cell population with uniform TCR expression and pronounced function.",2025
40654984,G2VTCR: predicting antigen binding specificity by Weisfeiler-Lehman graph embedding of T cell receptor sequences.,"The binding of peptide-MHC complexes by T cell receptors (TCRs) is crucial for T cell antigen recognition in adaptive immunity. High-throughput multiplex assays have generated valuable data and insights about antigen specificity of TCRs. However, identifying which TCRs recognize which antigens remains a significant challenge due to the immense diversity of TCR. Here we describe G2VTCR (Graph2Vec-based Representation and Embedding of TCR and Targets for Enhanced Recognition Analysis), a computational method that uses atomic level graph embedding to predict TCR-antigen recognition. G2VTCR represents antigens and the third complementarity-determining region (CDR3) of TCR sequences using graphs, in which nodes encode atomic identities and edges encode chemical bonds between atoms, and then uses Weisfeiler-Lehman iterations to produce embeddings. The embeddings can be used for supervised classification tasks in TCR-antigen binding prediction and unsupervised clustering of TCRs. We evaluated G2VTCR using publicly available paired TCR-CDR3/antigen data generated by antigen-stimulation experiments. We show that G2VTCR has better performance in both classification and clustering than other embedding methods including pre-trained protein language models. We investigated the impact of Weisfeiler-Lehman iterations and the sample size of TCR CDR3 on classification performance. Our results highlight the utility of atomic level graphical embedding of immune repertoire sequences for antigen specificity prediction.",2025
40654739,Peptide Driven Identification of TCRs (PDI-TCR) reveals dynamics and phenotypes of CD4 T cells in tuberculosis.,Assigning antigen specificity to T cell receptor (TCR) sequences is challenging due to the TCR repertoire's diversity and the complexity of TCR:antigen recognition. We developed the ,2025
40650228,"Nodal Expansion, Tumor Infiltration and Exhaustion of Neoepitope-Specific Th Cells After Prophylactic Peptide Vaccination and Anti-CTLA4 Therapy in Mouse Melanoma B16.",Peptide vaccines possess several advantages over mRNA vaccines but are generally less effective at inducing antitumor immunity. The bottlenecks limiting peptide vaccine efficacy could be elucidated by tracking and comparing vaccine-induced T-lymphocytes in successful and unsuccessful cases. Here we have applied our recent database of neoantigen-specific T cell receptors (TCRs) to profile tumor-specific T cells following vaccination with a neoantigen peptide vaccine and to correlate this with the response. Mice were vaccinated prophylactically with p30 peptide encoding B16 melanoma neoantigen (K739N mutation in ,2025
40650080,Full-Length Transcriptome Sequencing Reveals Treg-Specific Isoform Expression upon Activation.,"FOXP3+ regulatory T cells (Tregs) play a central role in the regulation of the immune system. Human Tregs preferentially express a FOXP3 isoform known as delta 2, which lacks exon 2. In addition to FOXP3, Tregs also express isoforms of other Treg-related molecules, such as CTLA-4 and IKZF-2. It is hypothesized that Tregs possess a unique isoform repertoire based on their unique gene and isoform expression profiles, which include FOXP3. Here, we identified a Treg-specific unique isoform repertoire confirmed by long-read high-throughput isoform sequencing called Iso-seq, which is uniquely capable of providing data on genome-wide isoform usage. Notably, while conventional T cells (Tconvs) do not exhibit this pattern, Tregs preferentially express the full-length FOXP3 isoform. Interestingly, the preferential expression of ICOS and PD-L1 upon T-cell receptor (TCR) stimulation was noted in activated Tregs but not in Tconvs or non-activated Tregs. Moreover, using a PD-L1 antibody blockade on Tregs did not diminish FOXP3 expression; however, it significantly reduced the suppressive function. Therefore, Tregs may have a unique isoform repertoire, which becomes pronounced upon polyclonal TCR stimulation.",2025
40628266,Benchmarking of T cell receptor-epitope predictors with ePytope-TCR.,"Understanding the recognition of disease-derived epitopes through T cell receptors (TCRs) has the potential to serve as a stepping stone for the development of efficient immunotherapies and vaccines. While a plethora of sequence-based prediction methods for TCR-epitope binding exists, their pre-trained models have not been comparatively evaluated. To alleviate this shortcoming, we integrated 21 TCR-epitope prediction models into the immune-prediction framework ePytope, offering interoperable interfaces with standard TCR repertoire data formats. We showcase the applicability of ePytope-TCR by evaluating the performance of these publicly available prediction models on two challenging datasets. While novel predictors successfully predicted binding to frequently observed epitopes, all methods failed for less frequently observed epitopes. Further, we detected a strong bias in the prediction scores between different epitope classes. We envision this benchmark to guide researchers in their choice of a predictor and to accelerate the method development by defining standardized evaluation settings.",2025
40597837,Pre-treatment peripheral blood TCR repertoire as a predictor of response in patients with NSCLC treated with immunochemotherapy.,"Although there has been progress in developing T-cell receptor (TCR)-based biomarkers to predict clinical benefit (CB) in patients treated with immune checkpoint blockade (ICB) therapy, studies on the circulating TCR repertoire in non-small cell lung cancer (NSCLC) remain limited. Therefore, further investigation and validation of the TCR repertoire as a potential biomarker for predicting the benefit of immune checkpoint inhibitor therapy are needed.",2025
40591412,Heterogeneity of thymic output in the elderly and its association with sex and smoking.,"BACKGROUNDThymic involution with age leads to reduced T cell output and impaired adaptive immunity. However, the extent to which thymic activity persists later in life and how this contributes to immunological aging remains unclear. This study aimed to assess the presence and function of thymic tissue in older adults and identify factors influencing residual thymopoiesis.METHODSPatients aged 50 or older undergoing cardiothoracic surgery were recruited. Thymic structures within mediastinal adipose tissue were evaluated using histology, immunofluorescence, flow cytometry, T cell receptor (TCR) sequencing, and RNA sequencing. Recent thymic emigrants (RTEs) were quantified in peripheral blood and correlated with transcriptomic, epigenetic, and TCR repertoire data. Primary outcomes included thymic tissue identification, RTE frequency, and immune correlates.RESULTSFunctional thymic tissue was identified in mediastinal adipose tissue of older individuals. The frequency of CD31+CD4+ T cells (RTEs) positively correlated with the presence of thymic tissue. Thymic output showed substantial heterogeneity and was influenced by sex and smoking history. Thymic activity was associated with increased TCR repertoire diversity, improved immune protection against infections, and reduced epigenetic aging. Detailed profiling uncovered functional and phenotypic heterogeneity within naive CD4+ T cell subsets shaped by thymic activity.CONCLUSIONThis study demonstrates that thymic function can persist into later life and is modulated by factors such as sex and smoking. These findings suggest that thymic activity during aging is heterogeneous and influenced by more than chronological age alone, with potential implications for immune competence in older adults.",2025
40590661,T-cell Receptor Profiling of Blood to Detect Lung Cancer.,"The blood T-cell receptor (TCR) repertoire broadly reflects current and lifetime immune responses against infectious pathogens and cancer, but the circulating T-cell repertoire remains a largely untapped resource for cancer biomarker studies due to repertoire complexity and limited profiling data. In this study, we investigated the use of blood TCR sequencing for the early detection of lung cancer. We sequenced the leukocyte fraction of peripheral blood from 633 individuals divided into a case-control cohort (n = 511) and a lung cancer screening cohort (n = 122), representing more than 12.6 million unique clonotypes. Based on the TCR repertoires in these individuals, we devised a Tumor Immune Lymphocyte Score (TILS) using either TCR specificity groups (TILS-A) or highly recurrent ""public"" TCR clonotypes (TILS-B) capable of detecting lung cancer. TILS-A consisted of 125 TCR specificity groups that outperformed the TILS-B classifier of 49 public, TCRβ-Vβ-defined clonotypes for cancer detection. TILS classifiers (TILS-A and TILS-B) provided predictive value after accounting for age, smoking status, and nodule size in the lung cancer screening cohort and improved cancer prediction for individuals with indeterminate lung cancer risk. In the subgroup analysis, TILS-A was associated with lung cancer in both early- and late-stage disease, had improved accuracy when accounting for HLA status, and was validated in an external dataset studying lung cancer initiation. Collectively, these data suggest that profiles of the circulating T-cell response can provide value for lung cancer detection and support its use as a diagnostic tool.",2025
40587957,"Exploration of B- and T-Cell Receptor Repertoires Reveals Distinct Mechanisms in Pure Red Cell Aplasia, Autoimmune Hemolytic Anemia, and Aplastic Anemia.","Pure red cell aplasia (PRCA), autoimmune hemolytic anemia (AIHA), and aplastic anemia (AA) are immune-mediated diseases that affect mainly erythrocytes or erythroid progenitor cells. This study aimed to investigate changes related to autoimmunity in B-cell receptor (BCR) and T-cell receptor (TCR) repertoires in patients with these diseases.",2025
40585251,Sequencing analysis reveals evidence of immune activation in advanced HER2 negative breast cancer responders treated with entinostat + nivolumab + ipilimumab.,"We analyzed the pathways associated with therapeutic response in 19 patients (5 responders) enrolled in a Phase Ib trial (NCT02453620) diagnosed with advanced HER2-negative breast cancer and treated with the HDAC inhibitor entinostat, in combination with dual immune checkpoint inhibitors (ICIs), nivolumab and ipilimumab. The analysis included gene expression and T-cell receptor (TCR) repertoire data derived from bulk RNA-seq and neoantigen data from whole exome sequencing. A total of 37 tumor biopsies were taken from six different metastatic sites at three timepoints: before treatment (baseline), after a two-week entinostat run-in (C1D1), and after the dual ICIs were added (week 8). Paired differential gene expression (DE) analysis between different timepoints revealed changes in immune-related pathways, such as interferon gamma and inflammatory response, IL6/JAK/STAT3 and IL2/STAT5 signaling, and allograft rejection after week 8 of triplet treatment. The DE analysis of response at each timepoint also revealed significant changes at baseline in immune-related pathways, such as inflammatory and interferon alpha and gamma responses, suggesting that responders may have had a preexisting immune tumor microenvironment (TME) that primed them for triplet therapy. Further analysis of the TME revealed significantly higher expression of genes representative of subsets of CD8+ T and plasma cells after entinostat treatment, indicating potential mechanisms of TME sensitization by HDACi. Genes representative of M1-like macrophages, pDC, memory CD4+ T, B, NK, lymphatic endothelial, Th1 cells, and memory B cells were significantly altered in responders after triplet treatment. PAM50 molecular subtype analysis revealed that basal and luminal B subtypes correlate with response. TCR analysis demonstrated higher diversity, and exploratory analysis of strong binding neoantigens showed fewer strong neoantigen binders in responders at week 8. In summary, the sequencing analysis reveals important changes in the immune landscape of responders to the combined treatment of entinostat and ICIs and suggests that pretreatment with entinostat may sensitize the immune TME to promote response.",2025
40585171,Immunogenomic landscape of T cell repertoire after human lung transplantation and its clinical significance.,"Despite advances in surgical techniques and immunosuppression, long-term survival after lung transplantation (LuTx) remains suboptimal due to high rates of rejection, infection and graft dysfunction. To address this, we investigated post-LuTx T cell dynamics-tracking repopulation, clonal distribution, alloreactivity, and microbial reactivity-through flow cytometry and TCRβ sequencing of serial bronchoalveolar lavage (BAL) and peripheral blood samples. Pre- transplant mixed lymphocyte reactions coupled with TCRβ-seq identified alloreactive TCRs in both graft-versus-host (GvH) and host-versus-graft (HvG) directions, while pathogen-reactive clones were defined via cross-referencing with public databases. We observed progressive establishment of a recipient-derived tissue-resident memory T cell (TRM) repertoire in the BAL, stabilized predominantly by pre-existing, multi-tissue-shared TCRs. Clonal BAL-blood overlap was significantly driven by CD8⁺ non-alloreactive recipient TCRs originating from multiple tissues. A higher HvG:GvH TCR ratio correlated with faster recipient T cell repopulation in BAL, and HvG enrichment in BAL (but not peripheral blood) was associated with early rejection and reduced pulmonary function. Pathogen-reactive TCRs expanded in BAL during infection and were enriched within the non-alloreactive repertoire. This comprehensive TCR landscape analysis highlights the dual roles of T cells in maintaining mucosal homeostasis and contributing to rejection or infection pathogenesis. These findings support the development of precise, mechanism-informed diagnostics to better tailor immunosuppression and ultimately improve LuTx outcomes. Additionally, our work establishes LuTx as a powerful model for studying human tissue-adapted immunity, offering novel insights into the establishment, maintenance, and functional specialization of TRM repertoires.",2025
40583051,Distinct T Cell Receptor Clonotypes in the Sardinian Population Highlight the Role of Mucosal-Associated Invariant T Cells and Invariant Natural Killer T Cells in Multiple Sclerosis.,"Multiple sclerosis (MS) is a chronic, autoimmune, inflammatory disease of the central nervous system, driven by T-cell mediated immune responses. Studying T-cell receptor (TCR) clonotypes specific to MS in distinct populations can provide insights into disease mechanisms. The Sardinian population, with its unique genetic background resulting from geographical isolation, presents a high-risk cohort for MS research, offering a valuable context for understanding the disease's pathogenesis. We analysed the frequency of unique TCR clonotypes in peripheral blood samples from Sardinian MS patients and healthy controls, focusing on TCRα and TCRβ CDR3 sequences. Clonotypes were functionally annotated for antigen-specific interactions, and hierarchical analysis was performed to identify shared TCR clonotypes between MS patients and healthy controls. A total of 119 TCRβ and 521 TCRα CDR3 clonotypes were significantly more frequent in MS patients compared to healthy controls (p < 0.05). Several TCR-α clonotypes, such as CAVLDSNYQLIW (a MAIT cell clonotype targeting the BST2 antigen) and CAVNTGNQFYF (cross-reactive to multiple antigens, including CMV p65 and BST2), were identified as specific to MS. Shared clonotype analysis revealed the involvement of mucosal-associated invariant T (MAIT) cells and invariant natural killer T (iNKT) cells in MS pathogenesis. Notably, HCV-specific TCR-α clonotypes (NS3-HCV) were significantly increased in MS patients, suggesting a link between infectious disease-related and autoimmune-related clonotypes. No significant differences were observed for other antigens, such as VP22, p65 and BST2. This study identifies distinct TCR clonotypes associated with MS in the Sardinian population, highlighting the role of MAIT and iNKT cells in the disease's pathogenesis. The findings suggest that HCV-specific TCR repertoires may contribute to the development of MS. These results improve our understanding of T-cell mediated immune mechanisms in MS and offer potential targets for therapeutic intervention, particularly within the Sardinian cohort.",2025
40574667,The differential immunological impact of photon vs proton radiation therapy in high-grade lymphopenia in patients with gastrointestinal tumors.,"Radiation therapy has long been a cornerstone of cancer treatment. More recently, immune checkpoint blockade has also been applied across a variety of cancers, often leading to remarkable response rates. However, photon-based radiotherapy-which accounts for the vast majority-is also known to frequently induce profound lymphopenia, which might limit the efficacy of immune system-based combinations. Proton beam therapy is known to produce a less drastic lymphopenia, which raises the possibility of greater synergy with immunotherapy. In this study, we aimed to explore the exact nature of the differential impact of the two radiation modalities upon the immune system.",2025
40573882,Longitudinal Immunoprofiling of the CD8,,2025
40570098,Highly cross-reactive and competent effectors dominate the CD8+ T cell response in Trypanosoma cruzi infection.,"CD8+ T cells are key effectors in immune control of Trypanosoma cruzi infection. Within C57BL/6 mice, the T. cruzi-specific CD8+ T cell response is largely comprised of T cells recognizing trans-sialidase (TS)- and mucin-encoded epitopes. Despite their immunodominance, these epitope-specific CD8+ T cells are entirely dispensable for immune control. In a screen for epitopes inducing ""protective"" CD8+ T cells, we uncovered a high level of cross-reactivity within the TSKb20-specific CD8+ T cell response. This cross-reactivity was driven by the TSKb20 epitope itself and not the infection. TCR sequencing defined key characteristics of the TSKb20 repertoire including biased TRBV12-1/12-2 and TRBJ2-1/2-7 gene usage and a highly dominant CDR3β motif. The dispensability of the TSKb20 response in the control of T. cruzi infection along with the broad reactivity of this T cell population prompted us to assess the relative effector capacity of TSKb20 T cells at the site of reinfection. Similar to other activated CD8+ T cells at the site, TSKb20-specific CD8+ T cells expressed transcriptional patterns associated with effector function, suggesting that TSKb20 T cells are capable and likely participants in parasite control. These results indicate that broad TCR reactivity does not compromise the ability of TSKb20-specific T cells to develop into phenotypically functional effectors. Additionally, the failure to identify individual parasite epitopes capable of driving a protective CD8+ T cell response challenges the paradigm that individual T. cruzi epitopes, including highly immunodominant ones, are critical to or exploitable for the potent recognition of T. cruzi-infected host cells and infection control.",2025
40555232,Characterization of human CMV-specific CD8,"In this study, we established a comprehensive workflow to collect multi-omics single-cell data using a commercially available micro-well-based platform. This included whole transcriptome, cell surface markers (targeted sequencing-based cell surface proteomics), T cell specificities, adaptive immune receptor repertoire (AIRR) profiles, and sample multiplexing. With this technique, we identified paired T cell receptor sequences for three prominent human CMV epitopes. In addition, we assessed the ability of dCODE dextramers to detect antigen-specific T cells at low frequencies by estimating sensitivities and specificities when used as reagents for single-cell multi-omics.",2025
40551724,Acupoint Injection Combined with BCG-PSN and Thymosin Enteric-Coated Tablets Improve China Han Psoriasis Vulgaris by Regulating T Cell Subsets.,"Psoriasis is a common chronic inflammatory skin disease. Acupoint injection is reported to be used for the treatment of psoriasis, however its mechanism is not yet clear. The study aimed to investigate the efficiency of combined treatment including acupoint injection in the treatment of psoriasis.",2025
40533854,"Homologous recombination-DNA damage response defects increase TMB and neoantigen load, but not effector T cell density and clonal diversity in pancreatic cancer.","Pancreatic ductal adenocarcinoma (PDAC) is highly resistant to chemotherapy. However, PDAC with germline BRCA mutations, which lead to homologous recombination (HR) deficiency (HRD), demonstrated an increased sensitivity to platinum-based chemotherapy regimens. This increased chemosensitivity was also seen in PDACs with germline or somatic mutations in the DNA double-strand damage response (DDR) genes beyond canonical HR genes such as BRCA1, BRCA2, and PALB2. However, there are no consensus methods to determine HRD status; and neither is there a well-defined list of HR-DDR genes. In addition, how HRD and/or HR-DDR gene mutation status impacts the tumor immune microenvironment including tumor mutation burden (TMB), neoantigen load, T cell receptor (TCR) repertoire, and effector T cell infiltration is unknown. Thus, in this study, we developed a new method to categorize PDACs into HRD-positive and HRD-negative subgroups by using results from whole exome sequencing, whole genome sequencing, or both into consideration. We classified a cohort of 89 PDACs into HRD-positive (n = 18) and HRD-negative (n = 69) tumors. HR-DDR gene variants were identified more frequently in HRD-positive PDACs than HRD-negative PDACs, with RAD51B, BRCA2 and ATM alterations most frequently identified in HRD-positive PDACs. Notably, TMB and neoantigen load was significantly higher in HRD-positive PDACs compared to HRD-negative tumors. Interestingly, HRD-positive PDACs, PDACs with high tumor mutational burden, and PDAC with high neoantigen load were all associated with lower CD8 + T lymphocyte infiltration and T cell clonal diversity, suggesting a mechanism of resistance to immune checkpoint inhibitors (ICIs). Therefore, this study suggests that treatments to enhance effector T cell infiltration and T cell clonal diversity may overcome resistance to ICI-based immunotherapy in HRD-positive PDACs.",2025
40533759,Association of antibody and T cell receptor repertoires in Trypanosoma cruzi infected rhesus macaques and host response to infection.,"Chagas disease, caused by Trypanosoma cruzi parasites, leads to chronic cardiac disease in 20-40% of infected patients, while the majority remain asymptomatic. The mechanisms and drivers of pathogenesis are still poorly understood, limiting treatment options. We tested for differences in immunoglobulin (Ig) and T cell receptor (TCR) repertoires and their association with T. cruzi parasite diversity (i.e. the cruziome) and host responses in naturally infected rhesus macaques.",2025
40510016,Integrative Genomic and Transcriptomic Analysis Reveals Targetable Vulnerabilities in Angioimmunoblastic T-Cell Lymphoma.,Nodal follicular helper T-cell (T ,2025
40502932,"Integration of T cell repertoire, CyTOF, genotyping and symptomatology data reveals subphenotypic variability in COVID-19 patients.","COVID-19 manifests a broad spectrum of clinical outcomes, from asymptomatic cases to severe disease. While several biomarkers have been proposed, comprehensive immunological analyses integrating mass cytometry (CyTOF) and T-cell receptor sequencing (TCRseq) data remain limited. In this study, we applied the Latent Class Model based on the Bayesian Information Criterion (LCM-BIC) algorithm to integrate immunophenotyping, including monocyte-macrophage counts from CyTOF, T-cell receptor repertorie data via TCRseq, SNPs data from ",2025
40502077,HLA-DQ monomer-based enrichment of alloreactive CD4 T cells.,"Donor-specific T cell responses, particularly against human leukocyte antigen (HLA)-DQ antigens, are critical in transplant immunology as they influence graft survival and rejection. This study investigated HLA-DQ-specific CD4 T cell responses in naive individuals using HLA-DQ monomers, representing common donor HLA-DQ antigens (DQ2.5, DQ5, DQ6, DQ8), as defined alloantigen sources to enrich and detect HLA-DQ-specific T cells. Using a repeated stimulation protocol with HLA-DQ monomers, we achieved an enrichment of HLA-DQ-specific CD4 T cells, evidenced by proliferation and activation marker upregulation. Additionally, ",2025
40501772,Biophysical modeling for accurate T cell specificity prediction of viral and tumor antigens.,"Accurate predictions of T cell receptor (TCR) specificity remain an important open problem in immunology, with broad implications for vaccine design, optimal immunotherapy, and improved management of autoimmune diseases. However, diversity in peptide antigens and TCR sequences at the level of individual patient repertoires remains a formidable computational challenge. Here, we develop a joint experimental and computational approach for predicting the antigen specificity of clinically-derived TCR sequences. Our model is trained on a combination of experimentally pre-identified and ",2025
40498839,Phage display enables machine learning discovery of cancer antigen-specific TCRs.,"T cells targeting epitopes in infectious diseases or cancer play a central role in spontaneous and therapy-induced immune responses. Epitope recognition is mediated by the binding of the T cell receptor (TCR), and TCRs recognizing clinically relevant epitopes are promising for T cell-based therapies. Starting from a TCR targeting the cancer-testis antigen NY-ESO-1",2025
40480654,In-depth characterization of vaccine-induced neoantigen-specific T cells in patients with IDH1-mutant glioma undergoing personalized peptide vaccination.,"Isocitrate dehydrogenase (IDH) mutant glioma is a malignant primary brain tumor diagnosed in adults. In recent years, there has been significant progress in understanding the molecular pathogenesis and biology of these tumors. The first targeted IDH-inhibitor was approved by the US Food and Drug Administration in August 2024 for grade 2 gliomas, in light of results of a phase III trial which showed significant advantages in progression-free survival. However, biologic therapy is not curative, and subsequent treatment options offer only limited clinical benefit and often result in long-term toxicities. In addition, targeted treatment options for grade 3 and grade 4 IDH-mutant gliomas are still missing. In this study, we present n=52 patients with glioma (grade 2, 3 and 4) with confirmed IDH1 mutation (mutIDH1) in the newly diagnosed and recurrent setting who, in addition to standard-of-care, received a personalized neoantigen-targeting peptide vaccine. Each tumor was initially analyzed for somatic mutations by whole exome sequencing, and a peptide vaccine containing potential neoepitopes was designed, manufactured and vaccinated. Each vaccine consisted of peptides derived from numerous somatic mutations, including at least one peptide targeting the mutIDH1.Vaccine immunogenicity was determined by intracellular cytokine staining and simultaneous measurement of four T-cell activation markers (Interferon-γ, Tumor Necrosis Factor, Interleukin-2, CD154) after 12-day in vitro expansion of pre and post vaccination peripheral blood mononuclear cells. Extracellular CD154 staining was used to sort mutIDH1-specific CD4+T cells.Immunomonitoring revealed that the vaccines were immunogenic and induced mainly CD4 but also CD8 T cell responses. Vaccine-induced immune responses were robust and polyfunctional. Immunogenicity against mutIDH1 was high (89%). We implemented an assay which allowed us to isolate functional antigen-specific CD4+T cells in an HLA-independent manner. Subsequent T cell receptor (TCR) repertoire sequencing revealed that CD4+T cells reacting on mutIDH1 stimulation were polyclonal. Strikingly, we detected two mutIDH1-specific TCRβ candidate sequences in three different patients. These three patients had the same human leukocyte antigen (HLA) DQA-DQB alleles. The obtained TCRβ sequences could be tracked in autologous ex-vivo single-cell transcriptomic data. Our results provide a rationale for pursuing vaccination and T cell transfer strategies targeting IDH1. Furthermore, our findings indicate that personalized neoantigen-targeting vaccines might be considered for the treatment of IDH1-mutant gliomas.",2025
40462898,Distinct phenotypes and repertoires of bronchoalveolar and airway mucosal T cells in health and allergic asthma.,"T cells play a central role in host protection against respiratory pathogens, but a maladaptive T cell response can lead to pulmonary diseases. Defining the biology of protective versus pathogenic T cell responses in the lungs of humans will be critical to nominate novel approaches to improve respiratory health. Previous studies have examined T cells from the lungs captured via bronchoalveolar lavage (BAL), endobronchial brushings, or biopsies. However, whether these different approaches are capturing distinct T cell phenotypes and/or clonotypes remains unclear.",2025
40461160,Enhanced mutanome analysis towards the induction of neoepitope-reactive T-cell responses for personalized immunotherapy of pancreatic cancer.,"Personalized immunotherapy of pancreatic ductal adenocarcinoma (PDAC) through T-cell mediated targeting of tumor-specific, mutanome-encoded neoepitopes may offer new opportunities to combat this disease, in particular by countering recurrence after primary tumor resection. However, the sensitive and accurate calling of somatic mutations in PDAC tissue samples is compromised by the low tumor cell content. Moreover, the repertoire of immunogenic neoepitopes in PDAC is limited due to the low mutational load of the majority of these tumors.",2025
